transaction_id,fecha,cuenta,monto,moneda,tipo,descripcion,estado
TXN001148,2026-05-23,4808937103456210,917.14,MXN,devolucion,Devolucion computadora,pendiente
TXN001149,2026-03-14,4625022057790407,202.22,MXN,devolucion,Devolucion gimnasio,pendiente
TXN001150,2026-06-11,4190505699787269,3138.22,MXN,devolucion,Devolucion telefonia,pendiente
TXN001151,2026-03-05,4575461679425064,337.75,MXN,devolucion,Devolucion restaurante,pendiente
TXN001152,2026-03-08,4430346466634869,93.39,MXN,devolucion,Devolucion restaurante,pendiente
TXN001153,2026-04-24,4019367245345619,23111.42,MXN,devolucion,Devolucion restaurante,pendiente
TXN001154,2026-02-04,4659295496557781,592.01,MXN,devolucion,Devolucion restaurante,pendiente
TXN001155,2026-04-29,4215322416860238,1917.42,MXN,devolucion,Devolucion entretenimiento,pendiente
TXN001156,2026-01-07,4600786126568141,263.78,MXN,devolucion,Devolucion suscripcion,pendiente
TXN001157,2026-02-10,4758297750134070,21251.95,MXN,devolucion,Devolucion internet,pendiente
TXN001158,2026-06-06,4865285600354084,1595.28,MXN,devolucion,Devolucion entretenimiento,pendiente
TXN001159,2026-06-05,4701160160214932,925.96,MXN,devolucion,Devolucion computadora,pendiente
TXN001160,2026-05-09,4680817371710417,4776.27,MXN,devolucion,Devolucion equipo medico,pendiente
TXN001161,2026-04-12,4611820250338939,439.81,MXN,devolucion,Devolucion entretenimiento,pendiente
TXN001162,2026-05-08,4197458888730097,3265.49,MXN,devolucion,Devolucion electrodomestico,pendiente
TXN001163,2026-03-04,4305439197188560,824.17,MXN,devolucion,Devolucion celular,pendiente
TXN001164,2026-04-09,4222468179156199,35.97,MXN,devolucion,Devolucion gimnasio,pendiente
TXN001165,2026-04-14,4486919002798506,778.83,MXN,devolucion,Devolucion telefonia,pendiente
TXN001166,2026-03-20,4516418509956684,9846.1,MXN,devolucion,Devolucion curso,pendiente
TXN001167,2026-04-20,4794506785011061,5865.85,MXN,devolucion,Devolucion herramientas,pendiente
TXN001168,2026-05-20,4236474105587343,1521.0,MXN,devolucion,Devolucion suscripcion,pendiente
TXN001169,2026-06-09,4768995526948809,140.61,MXN,devolucion,Devolucion internet,pendiente
TXN001170,2026-05-30,4259230410041041,3216.64,MXN,devolucion,Devolucion ropa,pendiente
TXN001171,2026-01-05,4336129315529989,714.33,MXN,devolucion,Devolucion farmacia,pendiente
TXN001172,2026-04-28,4096412971849044,778.43,MXN,devolucion,Devolucion telefonia,pendiente
TXN001173,2026-02-09,4144489537892744,15820.68,MXN,devolucion,Devolucion gimnasio,pendiente
TXN001174,2026-02-13,4803668912475573,52.32,MXN,devolucion,Devolucion suscripcion,pendiente
TXN001175,2026-03-03,4672420638049988,4034.72,MXN,devolucion,Devolucion electrodomestico,pendiente
TXN001176,2026-03-02,4295947736465423,365.32,MXN,devolucion,Devolucion gasolina,pendiente
TXN001177,2026-04-07,4117360666154590,4674.99,MXN,devolucion,Devolucion hotel,pendiente
TXN001178,2026-01-04,4717580803564514,4780.18,MXN,devolucion,Devolucion gasolina,pendiente
TXN001179,2026-03-18,4589720946835396,13518.05,MXN,devolucion,Devolucion celular,pendiente
TXN001180,2026-01-28,4348725885388060,1023.54,MXN,devolucion,Devolucion herramientas,pendiente
TXN001181,2026-05-23,4045577171019180,1793.15,MXN,devolucion,Devolucion refacciones,pendiente
TXN001182,2026-04-19,4211942139577295,755.14,MXN,devolucion,Devolucion ropa,pendiente
TXN001183,2026-02-27,4596625600658558,1953.72,MXN,devolucion,Devolucion vuelo,pendiente
TXN001184,2026-02-27,4061896461961544,433.62,MXN,devolucion,Devolucion electrodomestico,pendiente
TXN001185,2026-05-15,4298592767050658,589.96,MXN,devolucion,Devolucion computadora,pendiente
TXN001186,2026-05-01,4501891090140206,4510.0,MXN,devolucion,Devolucion entretenimiento,pendiente
TXN001187,2026-02-27,4279049640172512,105.98,MXN,devolucion,Devolucion muebles,pendiente
TXN001188,2026-02-23,4357715591743668,539.76,MXN,devolucion,Devolucion internet,pendiente
TXN001189,2026-04-01,4921088554769152,2986.51,MXN,devolucion,Devolucion computadora,pendiente
TXN001190,2026-05-20,4108972776406954,205.4,MXN,devolucion,Devolucion supermercado,pendiente
TXN001191,2026-06-10,4680817371710417,20721.73,MXN,devolucion,Devolucion gasolina,pendiente
TXN001192,2026-01-01,4234500418337675,21.71,MXN,devolucion,Devolucion vuelo,pendiente
TXN001193,2026-01-22,4658943920412651,4543.49,MXN,devolucion,Devolucion hotel,pendiente
TXN001194,2026-02-12,4797991429556534,3781.77,MXN,devolucion,Devolucion farmacia,pendiente
TXN001195,2026-05-09,4436480869575783,620.47,MXN,devolucion,Devolucion hotel,pendiente
TXN001196,2026-04-03,4956471536597401,660.62,MXN,devolucion,Devolucion restaurante,pendiente
TXN001197,2026-04-02,4237762984074118,1858.01,MXN,devolucion,Devolucion ropa,pendiente
TXN001198,2026-03-16,4394855186215530,272.35,MXN,devolucion,Devolucion refacciones,pendiente
TXN001199,2026-05-30,4832626645442504,18683.04,MXN,devolucion,Devolucion farmacia,pendiente
TXN001200,2026-01-31,4649623090120054,372.45,MXN,devolucion,Devolucion celular,pendiente
TXN001201,2026-04-03,4205094877256108,729.98,MXN,devolucion,Devolucion restaurante,pendiente
TXN001202,2026-05-22,4885352213525312,22903.21,MXN,devolucion,Devolucion ropa,pendiente
TXN001203,2026-05-17,4007304517931223,1278.01,MXN,devolucion,Devolucion supermercado,pendiente
TXN001204,2026-04-21,4234862751889001,4928.89,MXN,devolucion,Devolucion electrodomestico,pendiente
TXN001205,2026-04-08,4058891125047564,4559.79,MXN,devolucion,Devolucion refacciones,pendiente
TXN001206,2026-04-21,4589720946835396,2649.61,MXN,devolucion,Devolucion telefonia,pendiente
TXN001207,2026-02-21,4850481244870338,35.12,MXN,devolucion,Devolucion equipo medico,pendiente
TXN001208,2026-01-18,4701160160214932,3728.87,MXN,devolucion,Devolucion herramientas,pendiente
TXN001209,2026-04-15,4336129315529989,9855.69,MXN,devolucion,Devolucion telefonia,pendiente
TXN001210,2026-05-17,4113496882849040,167.29,MXN,devolucion,Devolucion vuelo,pendiente
TXN001211,2026-04-17,4737576636023544,4498.39,MXN,devolucion,Devolucion ropa,pendiente
TXN001212,2026-02-16,4431895238062939,21702.14,MXN,devolucion,Devolucion muebles,pendiente
TXN001213,2026-06-03,4909390983841885,553.78,MXN,devolucion,Devolucion restaurante,pendiente
TXN001214,2026-04-29,4041132068172503,120.82,MXN,devolucion,Devolucion internet,pendiente
TXN001215,2026-04-26,4674145977886557,288.46,MXN,devolucion,Devolucion supermercado,pendiente
TXN001216,2026-04-27,4110686352463120,4654.42,MXN,devolucion,Devolucion hotel,pendiente
TXN001217,2026-01-14,4425407155685374,953.49,MXN,devolucion,Devolucion celular,pendiente
TXN001218,2026-04-22,4852176963465713,114.29,MXN,devolucion,Devolucion entretenimiento,pendiente
TXN001219,2026-01-17,4868848540402812,849.27,MXN,devolucion,Devolucion gimnasio,pendiente
TXN001220,2026-06-04,4147529869039696,4314.33,MXN,devolucion,Devolucion gimnasio,pendiente
TXN001221,2026-04-09,4516418509956684,164.04,MXN,devolucion,Devolucion hotel,pendiente
TXN001222,2026-01-06,4259230410041041,77.11,MXN,devolucion,Devolucion curso,pendiente
TXN001223,2026-04-13,4101343101026486,537.42,MXN,devolucion,Devolucion farmacia,pendiente
TXN001224,2026-02-05,4642128489107794,4391.08,MXN,devolucion,Devolucion gasolina,pendiente
TXN001225,2026-01-26,4348725885388060,2048.1,MXN,devolucion,Devolucion hotel,pendiente
TXN001226,2026-03-25,4949074254133858,618.04,MXN,devolucion,Devolucion refacciones,pendiente
TXN001227,2026-03-13,4330400532363772,190.92,MXN,devolucion,Devolucion ropa,pendiente
TXN001228,2026-01-28,4381141096596493,3698.1,MXN,devolucion,Devolucion supermercado,pendiente
TXN001229,2026-04-07,4430346466634869,587.94,MXN,devolucion,Devolucion computadora,pendiente
TXN001230,2026-01-23,4853671671537469,110.51,MXN,devolucion,Devolucion internet,pendiente
TXN001231,2026-05-03,4463977860281267,4935.08,MXN,devolucion,Devolucion equipo medico,pendiente
TXN001232,2026-02-26,4821338613354797,4455.3,MXN,devolucion,Devolucion restaurante,pendiente
TXN001233,2026-02-24,4055118882975544,7215.34,MXN,devolucion,Devolucion entretenimiento,pendiente
TXN001234,2026-01-04,4084069359646723,2511.07,MXN,devolucion,Devolucion farmacia,pendiente
TXN001235,2026-04-11,4940144377144751,8829.56,MXN,devolucion,Devolucion refacciones,pendiente
TXN001236,2026-01-15,4509875517463475,966.29,MXN,devolucion,Devolucion supermercado,pendiente
TXN001237,2026-05-13,4126074731158645,3077.32,MXN,devolucion,Devolucion hotel,pendiente
TXN001238,2026-04-04,4580471348891294,486.71,MXN,devolucion,Devolucion suscripcion,pendiente
TXN001239,2026-01-05,4192638950317382,2146.82,MXN,devolucion,Devolucion gimnasio,pendiente
TXN001240,2026-01-17,4530870859912394,735.63,MXN,devolucion,Devolucion internet,pendiente
TXN001241,2026-02-19,4377789932645131,2006.39,MXN,devolucion,Devolucion restaurante,pendiente
TXN001242,2026-05-10,4036669203554184,385.69,MXN,devolucion,Devolucion telefonia,pendiente
TXN001243,2026-02-24,4387339475170131,19290.83,MXN,devolucion,Devolucion hotel,pendiente
TXN001244,2026-04-05,4105696817734309,251.3,MXN,devolucion,Devolucion farmacia,pendiente
TXN001245,2026-03-01,4910753293737528,865.96,MXN,devolucion,Devolucion curso,pendiente
TXN001246,2026-02-13,4461702494382317,13549.73,MXN,devolucion,Devolucion computadora,pendiente
TXN001247,2026-04-08,4812673153591580,784.38,MXN,devolucion,Devolucion muebles,pendiente
TXN001248,2026-01-04,4963851374465820,1290.87,MXN,devolucion,Devolucion curso,pendiente
TXN001249,2026-02-09,4456218003996907,809.68,MXN,devolucion,Devolucion hotel,pendiente
TXN001250,2026-02-10,4242514397482447,981.31,MXN,devolucion,Devolucion farmacia,pendiente
TXN001251,2026-05-02,4536307339137652,50.03,MXN,devolucion,Devolucion telefonia,pendiente
TXN001252,2026-03-18,4308477157795464,4773.36,MXN,devolucion,Devolucion refacciones,pendiente
TXN001253,2026-03-14,4055118882975544,926.69,MXN,devolucion,Devolucion muebles,pendiente
TXN001254,2026-03-13,4241869114315851,47.48,MXN,devolucion,Devolucion gimnasio,pendiente
TXN001255,2026-05-28,4616285062307371,770.11,MXN,devolucion,Devolucion gimnasio,pendiente
TXN001256,2026-03-15,4991539658091839,764.66,MXN,devolucion,Devolucion entretenimiento,pendiente
TXN001257,2026-05-30,4842662745322448,890.17,MXN,devolucion,Devolucion supermercado,pendiente
TXN001258,2026-04-28,4940144377144751,9237.21,MXN,devolucion,Devolucion computadora,pendiente
TXN001259,2026-04-18,4684161591826142,19805.91,MXN,devolucion,Devolucion internet,pendiente
TXN001260,2026-04-06,4837393359901862,320.71,MXN,devolucion,Devolucion herramientas,pendiente
TXN001261,2026-01-12,4343757683781808,529.96,MXN,devolucion,Devolucion suscripcion,pendiente
TXN001262,2026-05-14,4433847126632872,22318.04,MXN,devolucion,Devolucion vuelo,pendiente
TXN001263,2026-05-28,4433847126632872,997.94,MXN,devolucion,Devolucion electrodomestico,pendiente
TXN001264,2026-06-07,4845067316963378,616.02,MXN,devolucion,Devolucion vuelo,pendiente
TXN001265,2026-03-21,4045577171019180,144.89,MXN,devolucion,Devolucion equipo medico,pendiente
TXN001266,2026-04-15,4048427601810471,981.82,MXN,devolucion,Devolucion hotel,pendiente
TXN001267,2026-06-04,4478282607242289,402.32,MXN,devolucion,Devolucion telefonia,pendiente
TXN001268,2026-06-07,4893244512644153,754.81,MXN,devolucion,Devolucion hotel,pendiente
TXN001269,2026-04-20,4853528295952027,14518.54,MXN,devolucion,Devolucion entretenimiento,pendiente
TXN001270,2026-01-09,4343792413289233,660.25,MXN,devolucion,Devolucion ropa,pendiente
TXN001271,2026-01-04,4985036815845407,617.86,MXN,devolucion,Devolucion ropa,pendiente
TXN001272,2026-04-18,4564710971093749,759.91,MXN,devolucion,Devolucion ropa,pendiente
TXN001273,2026-02-09,4589650752413330,3022.52,MXN,devolucion,Devolucion internet,pendiente
TXN001274,2026-03-25,4755797452132450,236.19,MXN,devolucion,Devolucion equipo medico,pendiente
TXN001275,2026-04-28,4342836202140960,837.4,MXN,devolucion,Devolucion hotel,pendiente
TXN001276,2026-01-14,4887328198737383,276.2,MXN,devolucion,Devolucion gasolina,pendiente
TXN001277,2026-01-19,4810230121317036,223.99,MXN,devolucion,Devolucion hotel,pendiente
TXN001278,2026-04-01,4680817371710417,204.66,MXN,devolucion,Devolucion internet,pendiente
TXN001279,2026-04-27,4928631430795177,486.54,MXN,devolucion,Devolucion muebles,pendiente
TXN001280,2026-01-05,4525494941510341,196.84,MXN,devolucion,Devolucion ropa,pendiente
TXN001281,2026-03-26,4656616215002852,178.27,MXN,devolucion,Devolucion restaurante,pendiente
TXN001282,2026-04-19,4321265907743156,706.44,MXN,devolucion,Devolucion gasolina,pendiente
TXN001283,2026-01-17,4104216579248947,875.06,MXN,devolucion,Devolucion hotel,pendiente
TXN001284,2026-05-15,4843846230099246,1461.74,MXN,devolucion,Devolucion ropa,pendiente
TXN001285,2026-04-10,4764489063250283,3746.4,MXN,devolucion,Devolucion celular,pendiente
TXN001286,2026-06-10,4834105418412020,10530.12,MXN,devolucion,Devolucion equipo medico,pendiente
TXN001287,2026-03-01,4007807167854897,594.78,MXN,devolucion,Devolucion electrodomestico,pendiente
TXN001288,2026-05-06,4092767137605883,516.92,MXN,devolucion,Devolucion celular,pendiente
TXN001289,2026-02-09,4084069359646723,11576.7,MXN,devolucion,Devolucion herramientas,pendiente
TXN001290,2026-03-03,4344845646400467,3465.93,MXN,devolucion,Devolucion herramientas,pendiente
TXN001291,2026-04-24,4106011781296476,3044.86,MXN,devolucion,Devolucion farmacia,pendiente
TXN001292,2026-04-30,4620581449390679,3139.52,MXN,devolucion,Devolucion hotel,pendiente
TXN001293,2026-05-19,4142379459074959,2316.79,MXN,devolucion,Devolucion celular,pendiente
TXN001294,2026-06-05,4599549790494113,554.49,MXN,devolucion,Devolucion hotel,pendiente
TXN001295,2026-01-23,4953757626435496,10855.47,MXN,devolucion,Devolucion internet,pendiente
TXN001296,2026-02-23,4825123249760502,4012.2,MXN,devolucion,Devolucion muebles,pendiente
TXN001297,2026-02-06,4560210224463583,18726.27,MXN,devolucion,Devolucion curso,pendiente
TXN001298,2026-06-08,4407701214770955,771.45,MXN,devolucion,Devolucion hotel,pendiente
TXN001299,2026-05-07,4019367245345619,2293.44,MXN,devolucion,Devolucion gasolina,pendiente
TXN001300,2026-05-10,4363909220861651,408.31,MXN,devolucion,Devolucion supermercado,pendiente
TXN001301,2026-02-05,4531180396879699,9160.2,MXN,devolucion,Devolucion equipo medico,pendiente
TXN001302,2026-01-20,4265321804604269,990.86,MXN,devolucion,Devolucion curso,pendiente
TXN001303,2026-03-25,4263902744791992,13993.53,MXN,devolucion,Devolucion internet,pendiente
TXN001304,2026-05-30,4568566831571712,788.14,MXN,devolucion,Devolucion internet,pendiente
TXN001305,2026-05-07,4249017579793850,2509.06,MXN,devolucion,Devolucion hotel,pendiente
TXN001306,2026-06-09,4341955590801496,1134.54,MXN,devolucion,Devolucion telefonia,pendiente
TXN001307,2026-05-24,4202752627504195,17452.61,MXN,devolucion,Devolucion curso,pendiente
TXN001308,2026-01-22,4069884453841043,811.72,MXN,devolucion,Devolucion hotel,pendiente
TXN001309,2026-01-24,4149816712302710,641.51,MXN,devolucion,Devolucion curso,pendiente
TXN001310,2026-01-14,4374952056907342,3699.26,MXN,devolucion,Devolucion herramientas,pendiente
TXN001311,2026-05-10,4314567994548662,2762.73,MXN,devolucion,Devolucion electrodomestico,pendiente
TXN001312,2026-03-26,4108972776406954,581.85,MXN,devolucion,Devolucion restaurante,pendiente
TXN001313,2026-04-04,4392387789640054,642.38,MXN,devolucion,Devolucion suscripcion,pendiente
TXN001314,2026-03-08,4381141096596493,2622.51,MXN,devolucion,Devolucion farmacia,pendiente
TXN001315,2026-02-19,4423405468061880,2667.94,MXN,devolucion,Devolucion gasolina,pendiente
TXN001316,2026-05-21,4314567994548662,1905.54,MXN,devolucion,Devolucion equipo medico,pendiente
TXN001317,2026-01-17,4572641052670172,13825.93,MXN,devolucion,Devolucion telefonia,pendiente
TXN001318,2026-03-17,4638634335882673,6071.6,MXN,devolucion,Devolucion farmacia,pendiente
TXN001319,2026-03-27,4344845646400467,3575.51,MXN,devolucion,Devolucion hotel,pendiente
TXN001320,2026-05-05,4658166620718039,414.57,MXN,devolucion,Devolucion herramientas,pendiente
TXN001321,2026-03-11,4834651756896980,14843.62,MXN,devolucion,Devolucion gimnasio,pendiente
TXN001322,2026-02-06,4908302232632585,870.63,MXN,devolucion,Devolucion farmacia,pendiente
TXN001323,2026-04-08,4041132068172503,319.42,MXN,devolucion,Devolucion celular,pendiente
TXN001324,2026-02-03,4408257680031998,456.67,MXN,devolucion,Devolucion computadora,pendiente
TXN001325,2026-01-16,4036579165147596,22769.98,MXN,devolucion,Devolucion gimnasio,pendiente
TXN001326,2026-04-19,4874557546673994,500.8,MXN,devolucion,Devolucion refacciones,pendiente
TXN001327,2026-03-14,4154199207545371,1939.36,MXN,devolucion,Devolucion gimnasio,pendiente
TXN001328,2026-06-10,4993283594288046,2175.99,MXN,devolucion,Devolucion refacciones,pendiente
TXN001329,2026-04-18,4517563555242614,21.74,MXN,devolucion,Devolucion curso,pendiente
TXN001330,2026-05-15,4007564341794494,571.06,MXN,devolucion,Devolucion computadora,pendiente
TXN001331,2026-05-21,4996548205624016,155.1,MXN,devolucion,Devolucion gasolina,pendiente
TXN001332,2026-02-17,4825123249760502,734.27,MXN,devolucion,Devolucion entretenimiento,pendiente
TXN001333,2026-05-10,4288321624315689,839.72,MXN,devolucion,Devolucion gasolina,pendiente
TXN001334,2026-01-09,4074045697125140,819.79,MXN,devolucion,Devolucion computadora,pendiente
TXN001335,2026-05-04,4211942139577295,31.61,MXN,devolucion,Devolucion suscripcion,pendiente
TXN001336,2026-01-12,4580471348891294,622.8,MXN,devolucion,Devolucion ropa,pendiente
TXN001337,2026-05-04,4955465759363074,22.67,MXN,devolucion,Devolucion gasolina,pendiente
TXN001338,2026-04-28,4314240969831220,809.13,MXN,devolucion,Devolucion telefonia,pendiente
TXN001339,2026-03-10,4439077048370335,4748.17,MXN,devolucion,Devolucion celular,pendiente
TXN001340,2026-04-17,4752012872105046,4986.17,MXN,devolucion,Devolucion vuelo,pendiente
TXN001341,2026-02-02,4785147459360918,4422.59,MXN,devolucion,Devolucion gasolina,pendiente
TXN001342,2026-04-25,4341955590801496,256.43,MXN,devolucion,Devolucion vuelo,pendiente
TXN001343,2026-03-12,4696889327591619,2084.48,MXN,devolucion,Devolucion suscripcion,pendiente
TXN001344,2026-02-22,4560210224463583,5010.64,MXN,devolucion,Devolucion muebles,pendiente
TXN001345,2026-02-15,4856645488311426,923.09,MXN,devolucion,Devolucion vuelo,pendiente
TXN001346,2026-04-11,4180033020508049,6522.96,MXN,devolucion,Devolucion electrodomestico,pendiente
TXN001347,2026-02-22,4072611115493948,24160.63,MXN,devolucion,Devolucion ropa,pendiente
TXN001348,2026-05-06,4956471536597401,3554.61,MXN,devolucion,Devolucion curso,pendiente
TXN001349,2026-02-17,4033020589685773,877.15,MXN,devolucion,Devolucion refacciones,pendiente
TXN001350,2026-05-06,4228871895018411,3249.37,MXN,devolucion,Devolucion hotel,pendiente
TXN001351,2026-02-03,4085005950229735,257.41,MXN,devolucion,Devolucion suscripcion,pendiente
TXN001352,2026-01-02,4720629406036166,787.28,MXN,devolucion,Devolucion computadora,pendiente
TXN001353,2026-05-24,4071647159762306,5126.41,MXN,devolucion,Devolucion restaurante,pendiente
TXN001354,2026-02-27,4521368075539994,742.52,MXN,devolucion,Devolucion herramientas,pendiente
TXN001355,2026-05-13,4616285062307371,3538.15,MXN,devolucion,Devolucion entretenimiento,pendiente
TXN001356,2026-02-16,4734248761315961,3514.61,MXN,devolucion,Devolucion curso,pendiente
TXN001357,2026-04-08,4077883452445942,2784.25,MXN,devolucion,Devolucion internet,pendiente
TXN001358,2026-04-16,4021527499094050,212.8,MXN,devolucion,Devolucion vuelo,pendiente
TXN001359,2026-01-30,4041890698453158,2950.87,MXN,devolucion,Devolucion telefonia,pendiente
TXN001360,2026-01-29,4154199207545371,4352.49,MXN,devolucion,Devolucion gasolina,pendiente
TXN001361,2026-01-25,4362643521201138,690.44,MXN,devolucion,Devolucion celular,pendiente
TXN001362,2026-03-02,4701160160214932,2875.4,MXN,devolucion,Devolucion entretenimiento,pendiente
TXN001363,2026-02-08,4513860082753592,19019.35,MXN,devolucion,Devolucion vuelo,pendiente
TXN001364,2026-04-09,4746647479561123,348.59,MXN,devolucion,Devolucion supermercado,pendiente
TXN001365,2026-04-18,4998459271283752,2351.75,MXN,devolucion,Devolucion farmacia,pendiente
TXN001366,2026-05-26,4236031762936290,58.81,MXN,devolucion,Devolucion computadora,pendiente
TXN001367,2026-03-17,4019367245345619,13757.71,MXN,devolucion,Devolucion curso,pendiente
TXN001368,2026-05-30,4668105703025903,18304.56,MXN,devolucion,Devolucion equipo medico,pendiente
TXN001369,2026-05-18,4604534962516482,970.26,MXN,devolucion,Devolucion curso,pendiente
TXN001370,2026-04-22,4996548205624016,4022.13,MXN,devolucion,Devolucion refacciones,pendiente
TXN001371,2026-05-18,4793820850718124,258.21,MXN,devolucion,Devolucion hotel,pendiente
TXN001372,2026-03-24,4996553417303564,784.67,MXN,devolucion,Devolucion restaurante,pendiente
TXN001373,2026-01-06,4097053849234683,4714.61,MXN,devolucion,Devolucion curso,pendiente
TXN001374,2026-05-15,4684161591826142,2678.0,,devolucion,Devolucion ropa,pendiente
TXN001375,2026-04-18,4165433702490135,21954.73,MXN,devolucion,Devolucion gasolina,pendiente
TXN001376,2026-04-30,4431895238062939,3841.58,MXN,devolucion,Devolucion computadora,pendiente
TXN001377,2026-02-13,4335902498720099,274.05,MXN,devolucion,Devolucion supermercado,pendiente
TXN001378,2026-05-07,4132324157956106,704.89,MXN,devolucion,Devolucion computadora,pendiente
TXN001379,2026-01-18,4406538431348002,9737.25,MXN,devolucion,Devolucion restaurante,pendiente
TXN001380,2026-02-22,4716504534082699,10457.4,MXN,devolucion,Devolucion hotel,pendiente
TXN001381,2026-01-16,4387339475170131,431.5,MXN,devolucion,Devolucion gimnasio,pendiente
TXN001382,2026-03-27,4407312397026282,161.66,MXN,devolucion,Devolucion muebles,pendiente
TXN001383,2026-05-20,4259230410041041,592.34,MXN,devolucion,Devolucion computadora,pendiente
TXN001384,2026-01-23,4589809007151486,2520.27,MXN,devolucion,Devolucion suscripcion,pendiente
TXN001385,2026-06-05,4919775341240822,2517.95,MXN,devolucion,Devolucion electrodomestico,pendiente
TXN001386,2026-04-20,4393221915312671,30.75,MXN,devolucion,Devolucion hotel,pendiente
TXN001387,2026-05-29,4844980477367319,9528.39,MXN,devolucion,Devolucion muebles,pendiente
TXN001388,2026-05-13,4456218003996907,17259.27,MXN,devolucion,Devolucion gasolina,pendiente
TXN001389,2026-05-06,4836963241168009,2517.3,MXN,devolucion,Devolucion suscripcion,pendiente
TXN001390,2026-02-12,4958578323250559,726.85,MXN,devolucion,Devolucion electrodomestico,pendiente
TXN001391,2026-04-10,4917687451555970,97.87,MXN,devolucion,Devolucion curso,pendiente
TXN001392,2026-01-13,4856645488311426,24783.3,MXN,devolucion,Devolucion herramientas,pendiente
TXN001393,2026-04-08,4130651734873613,20176.93,MXN,devolucion,Devolucion hotel,pendiente
TXN001394,2026-03-30,4532679305861306,410.47,,devolucion,Devolucion farmacia,pendiente
TXN001395,2026-05-17,4397277223441510,19571.36,MXN,devolucion,Devolucion telefonia,pendiente
TXN001396,2026-03-12,4345171481238245,2292.41,MXN,devolucion,Devolucion entretenimiento,pendiente
TXN001397,2026-03-20,4235908027747608,3402.97,MXN,devolucion,Devolucion celular,pendiente
TXN001398,2026-02-07,4007304517931223,15112.26,MXN,devolucion,Devolucion entretenimiento,pendiente
TXN001399,2026-02-09,4905770556426990,111.02,MXN,devolucion,Devolucion telefonia,pendiente
TXN001400,2026-01-16,4009754008878562,747.87,MXN,devolucion,Devolucion entretenimiento,pendiente
TXN001401,2026-01-07,4890532601578111,240.99,MXN,devolucion,Devolucion vuelo,pendiente
TXN001402,2026-06-09,4015215169201227,66.09,MXN,devolucion,Devolucion refacciones,pendiente
TXN001403,2026-05-07,4596625600658558,592.78,MXN,devolucion,Devolucion computadora,pendiente
TXN001404,2026-04-02,4958578323250559,19036.25,MXN,devolucion,Devolucion curso,pendiente
TXN001405,2026-03-16,4542706176324350,784.57,MXN,devolucion,Devolucion farmacia,pendiente
TXN001406,2026-03-15,4478282607242289,3711.72,MXN,devolucion,Devolucion gasolina,pendiente
TXN001407,2026-02-14,4700757482441823,1086.21,MXN,devolucion,Devolucion telefonia,pendiente
TXN001408,2026-05-06,4706837786363046,14111.6,MXN,devolucion,Devolucion herramientas,pendiente
TXN001409,2026-05-17,4206429113846068,278.39,MXN,devolucion,Devolucion refacciones,pendiente
TXN001410,2026-05-08,4745591283360496,3192.42,MXN,devolucion,Devolucion ropa,pendiente
TXN001411,2026-03-03,4149874628472937,22808.12,MXN,devolucion,Devolucion celular,pendiente
TXN001412,2026-02-12,4828127315186063,7053.65,MXN,devolucion,Devolucion equipo medico,pendiente
TXN001413,2026-01-10,4994015397912856,929.67,MXN,devolucion,Devolucion internet,pendiente
TXN001414,2026-01-25,4707536739857493,1929.35,MXN,devolucion,Devolucion gasolina,pendiente
TXN001415,2026-06-07,4828127315186063,2337.62,MXN,devolucion,Devolucion entretenimiento,pendiente
TXN001416,2026-03-27,4999054413464144,3725.32,MXN,devolucion,Devolucion ropa,pendiente
TXN001417,2026-01-25,4672420638049988,21104.19,MXN,devolucion,Devolucion suscripcion,pendiente
TXN001418,2026-02-01,4541974247896056,4418.76,MXN,devolucion,Devolucion ropa,pendiente
TXN001419,2026-04-12,4480364215653808,73.34,MXN,devolucion,Devolucion entretenimiento,pendiente
TXN001420,2026-05-24,4149874628472937,3239.36,MXN,devolucion,Devolucion farmacia,pendiente
TXN001421,2026-04-10,4540702654946327,12534.12,MXN,devolucion,Devolucion gimnasio,pendiente
TXN001422,2026-05-22,4466212825127828,7378.76,MXN,devolucion,Devolucion electrodomestico,pendiente
TXN001423,2026-01-05,4206429113846068,336.47,MXN,devolucion,Devolucion ropa,pendiente
TXN001424,2026-05-24,4211277016465456,198.14,MXN,devolucion,Devolucion internet,pendiente
TXN001425,2026-03-23,4271209293486679,97.8,MXN,devolucion,Devolucion entretenimiento,pendiente
TXN001426,2026-01-04,4155371027630452,12204.24,MXN,devolucion,Devolucion suscripcion,pendiente
TXN001427,2026-01-02,4951057874777863,15104.44,MXN,devolucion,Devolucion ropa,pendiente
TXN001428,2026-04-21,4785147459360918,10394.43,MXN,devolucion,Devolucion refacciones,pendiente
TXN001429,2026-01-26,4852176963465713,286.75,MXN,devolucion,Devolucion refacciones,pendiente
TXN001430,2026-05-31,4521368075539994,552.96,MXN,devolucion,Devolucion vuelo,pendiente
TXN001431,2026-03-06,4724454958513110,4879.0,MXN,devolucion,Devolucion computadora,pendiente
TXN001432,2026-01-29,4530870859912394,450.86,MXN,devolucion,Devolucion telefonia,pendiente
TXN001433,2026-04-18,4930192354770081,495.0,MXN,devolucion,Devolucion suscripcion,pendiente
TXN001434,2026-05-13,4638634335882673,339.36,MXN,devolucion,Devolucion celular,pendiente
TXN001435,2026-05-15,4837393359901862,4913.94,MXN,devolucion,Devolucion supermercado,pendiente
TXN001436,2026-02-03,4885357874267422,786.4,MXN,devolucion,Devolucion celular,pendiente
